occupancy_type,loan_amount,action_taken,state_code,county_code,applicant_race_1,applicant_sex,applicant_age,income,applicant_credit_scoring_model,debt_to_income_ratio,loan_term,interest_only_payment,property_value,target
1,125000,1,OH,39061,5,2,25-34,102,2,<20%,360,2,305000,1
1,775000,1,MA,25017,5,1,65-74,299,2,43,360,1,965000,1
2,595000,1,CO,08013,5,2,55-64,163,2,30%-<36%,360,2,645000,1
1,655000,1,TX,48167,5,1,55-64,254,1,30%-<36%,360,2,875000,1
1,275000,1,NJ,34041,5,2,25-34,90,2,38,360,2,425000,1
2,365000,1,FL,12109,5,2,55-64,145,3,30%-<36%,360,2,505000,1
2,525000,1,FL,12021,5,1,55-64,192,2,30%-<36%,360,2,705000,1
1,1395000,1,FL,12031,5,1,55-64,439,2,48,360,1,2435000,1
2,755000,1,NJ,34009,5,1,65-74,398,3,20%-<30%,360,1,1705000,1
1,3675000,1,CA,06085,5,1,35-44,1305,1,30%-<36%,360,1,4905000,1
1,1185000,1,FL,12099,5,1,55-64,1236,1,<20%,360,2,1485000,1
1,155000,1,NJ,34041,5,1,55-64,169,3,30%-<36%,360,1,615000,1
1,995000,1,MD,24003,5,2,35-44,289,1,46,360,2,1415000,1
2,515000,1,MA,25001,5,1,45-54,226,3,20%-<30%,360,2,695000,1
1,645000,1,FL,12086,5,1,35-44,,3,41,360,2,805000,1
1,1165000,1,CT,09001,5,1,45-54,1409,1,<20%,360,1,1455000,1
1,855000,1,MA,25009,5,1,35-44,270,3,50%-60%,360,1,1975000,1
1,685000,1,RI,44005,5,1,25-34,267,2,20%-<30%,360,2,855000,1
1,515000,1,NY,36103,5,2,25-34,133,1,37,360,2,575000,1
1,515000,1,AL,01003,5,1,55-64,296,3,40,360,1,595000,1
2,455000,1,MA,25009,5,2,45-54,435,3,30%-<36%,360,2,605000,1
1,515000,1,FL,12087,5,2,>74,226,1,30%-<36%,360,2,935000,1
2,2505000,3,NY,36103,2,2,45-54,,2,50%-60%,360,1,4435000,0
1,1125000,1,IL,17043,2,2,25-34,303,3,37,360,2,1405000,1
1,575000,1,NJ,34035,5,1,45-54,713,1,<20%,360,2,725000,1
1,645000,1,VA,51510,5,1,25-34,264,1,20%-<30%,360,2,805000,1
1,345000,1,OH,39045,5,1,25-34,137,3,30%-<36%,360,2,435000,1
1,965000,1,VA,51095,5,1,55-64,300,2,20%-<30%,360,2,1205000,1
1,515000,1,NY,36029,5,1,25-34,116,1,41,360,2,565000,1
2,905000,1,FL,12021,5,1,65-74,392,1,40,360,1,1855000,1
1,485000,1,NY,36103,5,2,45-54,317,1,<20%,360,2,615000,1
2,875000,1,SC,45013,5,1,35-44,499,1,20%-<30%,360,2,875000,1
1,1725000,1,CA,06059,5,1,35-44,396,3,49,360,1,2155000,1
1,1455000,1,CA,06073,5,1,45-54,703,1,42,360,2,3605000,1
2,525000,1,CA,06051,5,2,55-64,305,3,30%-<36%,360,2,1305000,1
1,505000,1,CA,06073,5,1,45-54,703,1,42,300,1,3605000,1
3,515000,1,MA,25009,5,1,55-64,162,1,44,360,2,525000,1
2,365000,1,NC,37019,5,2,55-64,151,3,41,360,2,495000,1
1,805000,1,WA,53073,5,1,45-54,238,1,20%-<30%,360,2,1075000,1
1,515000,1,IL,17031,5,2,25-34,286,3,20%-<30%,360,2,735000,1
1,1065000,1,NC,37119,5,2,>74,335,1,44,360,1,2105000,1
1,715000,1,GA,13121,5,2,55-64,615,3,20%-<30%,360,2,955000,1
1,555000,1,NJ,34003,5,2,45-54,246,1,20%-<30%,360,2,695000,1
1,1965000,1,FL,12071,5,1,65-74,670,2,50%-60%,360,2,2485000,1
1,755000,1,CA,06059,5,1,55-64,300,2,37,360,1,1015000,1
1,845000,1,PA,42029,5,1,25-34,3036,3,<20%,360,2,1055000,1
2,1145000,1,NJ,34009,5,1,65-74,673,2,36,360,2,1525000,1
1,455000,3,VA,51059,5,1,>74,300,3,50%-60%,300,1,1995000,0
1,945000,3,CA,06001,2,1,55-64,314,1,41,360,2,1175000,0
2,515000,1,NC,37021,5,1,45-54,335,1,39,360,2,515000,1
1,615000,1,NC,37135,5,2,35-44,290,2,20%-<30%,360,2,775000,1
1,4005000,1,GA,13133,5,2,45-54,927,1,40,360,2,5005000,1
1,775000,1,NY,36061,5,1,55-64,290,3,30%-<36%,360,2,1875000,1
2,755000,1,AL,01111,5,2,45-54,349,1,30%-<36%,180,2,1305000,1
2,565000,1,NY,36047,5,2,35-44,,1,20%-<30%,360,2,755000,1
1,585000,1,SC,45057,5,1,55-64,199,3,30%-<36%,360,2,735000,1
1,515000,1,TX,48041,5,1,45-54,2120,1,<20%,360,2,1135000,1
2,10005000,1,HI,15009,5,1,55-64,2852,3,47,360,1,15505000,1
1,345000,1,VA,51630,5,1,25-34,70,1,44,360,2,435000,1
1,755000,1,WI,55117,5,1,65-74,400,1,20%-<30%,360,2,755000,1
1,1505000,1,CA,06037,5,1,25-34,390,3,42,360,1,2055000,1
1,755000,1,CT,09001,5,2,55-64,317,3,36,360,2,1055000,1
1,1765000,1,OR,41051,5,2,<25,413,2,44,360,1,2215000,1
1,385000,1,NC,37101,5,1,25-34,130,3,36,360,2,485000,1
1,755000,1,MA,25001,5,1,55-64,304,1,40,360,1,2005000,1
1,615000,1,FL,12086,5,1,>74,171,1,40,360,2,815000,1
1,565000,1,NJ,34023,5,2,55-64,233,1,42,360,2,705000,1
1,275000,1,WA,53035,5,1,25-34,79,3,36,360,2,405000,1
1,595000,1,DE,10003,5,2,25-34,190,3,20%-<30%,360,2,745000,1
1,275000,1,CA,06071,5,2,55-64,174,2,20%-<30%,360,2,875000,1
2,145000,1,NC,37125,5,2,65-74,211,3,20%-<30%,360,2,335000,1
1,935000,1,AZ,04013,5,1,35-44,188,3,41,360,2,1335000,1
1,1005000,1,CA,06059,5,2,55-64,511,1,20%-<30%,360,1,2255000,1
1,1745000,1,CA,06037,5,2,45-54,633,3,36,360,1,2325000,1
1,2255000,1,NY,36059,5,1,35-44,,3,40,360,1,2505000,1
1,945000,1,NY,36119,5,2,35-44,237,3,43,360,2,1185000,1
1,655000,1,WA,53033,5,1,25-34,333,1,20%-<30%,360,2,885000,1
1,555000,1,IL,17043,5,1,65-74,301,1,20%-<30%,360,2,685000,1
1,325000,1,NV,32031,5,1,55-64,159,1,45,360,2,605000,1
1,1705000,1,VA,51003,5,1,25-34,555,1,20%-<30%,360,2,1705000,1
1,755000,1,MA,25017,5,2,25-34,332,2,20%-<30%,360,2,1085000,1
1,2085000,1,FL,12086,5,1,35-44,742,2,41,360,2,2605000,1
1,515000,3,NC,37179,5,2,55-64,35,3,>60%,360,1,585000,0
1,565000,1,CO,08041,5,1,35-44,299,1,20%-<30%,360,2,725000,1
1,705000,1,CA,06013,2,1,65-74,172,2,44,360,2,1605000,1
1,925000,1,NY,36059,2,2,35-44,230,2,47,360,2,1545000,1
1,1285000,1,SC,45015,5,1,35-44,254,1,39,360,2,1425000,1
2,575000,1,NH,33005,5,1,55-64,175,1,47,360,2,575000,1
1,295000,1,NY,36027,5,1,35-44,125,1,30%-<36%,360,2,605000,1
1,515000,1,NJ,34003,5,2,25-34,240,2,30%-<36%,360,2,645000,1
1,155000,1,OH,39061,5,1,<25,59,3,20%-<30%,360,2,195000,1
1,665000,1,CA,06111,5,1,25-34,139,3,42,360,2,695000,1
2,755000,1,GA,13111,5,1,55-64,288,1,30%-<36%,360,2,1385000,1
1,1305000,1,MI,26125,5,1,>74,544,3,50%-60%,360,1,1855000,1
1,225000,1,MD,24510,5,2,25-34,55,3,41,360,2,345000,1
1,235000,1,IL,17089,5,1,25-34,68,1,43,360,2,295000,1
1,805000,1,CA,06037,5,1,35-44,178,2,39,360,2,1005000,1
1,505000,1,GA,13045,5,2,35-44,167,3,37,360,1,505000,1
1,1685000,1,AZ,04013,5,1,45-54,454,1,41,360,2,2255000,1
1,2395000,1,NJ,34013,2,2,35-44,1202,1,20%-<30%,360,2,2995000,1
1,265000,1,PA,42043,5,1,35-44,152,3,20%-<30%,360,2,335000,1
2,295000,1,OH,39123,5,2,55-64,352,3,30%-<36%,360,1,755000,1
1,285000,1,KY,21111,5,2,65-74,159,1,41,180,2,585000,1
1,1435000,1,NY,36119,5,1,45-54,393,1,42,360,1,2545000,1
1,345000,1,NJ,34027,3,1,55-64,409,3,39,360,2,435000,1
1,1525000,1,PA,42091,5,1,25-34,,1,30%-<36%,360,2,1905000,1
1,1005000,1,FL,12085,5,1,55-64,287,2,44,360,1,1485000,1
2,755000,1,CA,06001,2,1,35-44,392,3,48,360,2,1875000,1
1,205000,1,GA,13253,3,2,55-64,96,1,41,360,2,425000,1
1,705000,1,NJ,34021,5,2,55-64,313,1,<20%,360,2,875000,1
3,205000,1,NY,36061,5,2,55-64,275,3,30%-<36%,360,1,935000,1
1,575000,1,NY,36119,5,1,55-64,199,2,30%-<36%,360,2,735000,1
1,495000,3,MO,29099,5,2,65-74,89,3,50%-60%,360,2,555000,0
3,155000,1,PA,42101,5,1,25-34,138,2,47,360,2,215000,1
1,615000,1,NJ,34013,5,1,25-34,332,1,30%-<36%,360,2,765000,1
1,515000,1,NY,36087,3,1,55-64,307,3,49,360,2,625000,1
1,625000,1,SC,45013,5,2,55-64,430,3,44,360,1,1515000,1
2,375000,1,TX,48257,2,1,45-54,305,1,20%-<30%,360,2,575000,1
2,1075000,1,AL,01125,5,1,55-64,614,2,47,360,2,1075000,1
1,735000,1,NY,36103,5,1,25-34,,3,30%-<36%,360,1,975000,1
1,945000,1,TX,48201,5,1,35-44,657,3,<20%,360,2,1185000,1
2,515000,1,CA,06065,5,2,>74,175,2,42,360,1,1125000,1
2,2915000,1,SC,45019,5,1,45-54,2791,3,<20%,360,1,3645000,1
1,1235000,1,MD,24031,5,1,25-34,,3,44,360,1,1655000,1
1,1105000,1,CA,06037,5,1,35-44,333,1,39,360,2,2365000,1
2,515000,1,CA,06041,5,1,55-64,251,3,44,360,2,1905000,1
1,3005000,1,CO,08035,5,1,55-64,962,3,47,360,2,6505000,1
2,425000,1,FL,12081,3,1,55-64,278,3,42,360,2,575000,1
2,205000,1,LA,22089,5,2,55-64,231,1,20%-<30%,360,2,305000,1
1,515000,1,NY,36087,5,2,35-44,180,3,30%-<36%,360,2,605000,1
1,1955000,1,CT,09001,5,2,55-64,500,3,44,360,1,2655000,1
3,445000,1,CO,08013,3,1,65-74,264,3,46,360,2,805000,1
1,745000,1,GA,13121,5,1,55-64,285,2,40,360,2,2295000,1
2,865000,1,NY,36061,5,2,35-44,282,1,42,360,2,1155000,1
1,1015000,1,NY,36061,5,1,45-54,,3,30%-<36%,360,1,1565000,1
2,385000,1,VA,51001,5,1,45-54,468,1,<20%,360,2,545000,1
1,1215000,1,WA,53033,2,1,25-34,415,3,30%-<36%,360,2,1625000,1
1,735000,1,ME,23005,5,1,25-34,350,1,30%-<36%,360,2,1275000,1
1,255000,1,KY,21067,5,2,35-44,,2,36,360,2,375000,1
1,515000,1,AZ,04013,5,2,>74,97,3,45,360,2,815000,1
2,555000,1,FL,12021,5,1,55-64,895,3,<20%,360,2,645000,1
1,685000,1,NJ,34023,5,1,35-44,189,1,30%-<36%,360,2,855000,1
1,1205000,1,TX,48453,5,1,35-44,1105,2,37,360,1,1605000,1
1,695000,1,NY,36059,5,1,25-34,347,2,40,360,2,1055000,1
1,515000,1,NJ,34019,5,2,25-34,229,1,20%-<30%,360,2,565000,1
1,305000,1,UT,49053,5,2,<25,496,3,42,360,1,325000,1
1,905000,1,CA,06037,5,2,65-74,168,3,44,360,2,1255000,1
1,555000,3,MA,25001,5,1,65-74,136,3,48,360,2,715000,0
1,885000,1,FL,12099,5,2,55-64,508,3,46,360,1,1125000,1
1,845000,1,FL,12011,5,1,25-34,241,3,20%-<30%,360,2,845000,1
1,485000,1,CA,06037,5,1,55-64,498,1,44,300,1,3305000,1
1,565000,1,FL,12031,5,2,65-74,214,3,30%-<36%,360,2,715000,1
1,965000,1,FL,12057,5,1,65-74,396,1,48,360,2,1205000,1
1,655000,1,FL,12115,5,1,<25,175,3,42,360,2,875000,1
1,515000,1,AZ,04019,5,2,55-64,180,3,44,360,2,585000,1
1,605000,1,SC,45019,5,2,35-44,179,1,20%-<30%,360,2,1205000,1
1,1005000,1,CA,06037,5,2,55-64,274,1,50%-60%,360,1,1875000,1
2,1005000,1,FL,12086,5,1,55-64,533,1,47,360,1,1955000,1
2,755000,1,OR,41007,5,1,55-64,775,3,<20%,360,2,1705000,1
1,2505000,1,TX,48453,5,1,45-54,1019,1,38,360,1,3015000,1
1,375000,1,PA,42027,5,1,45-54,164,2,20%-<30%,360,2,635000,1
1,515000,1,WI,55079,5,2,55-64,159,2,50%-60%,360,2,645000,1
1,885000,1,MA,25017,5,2,25-34,605,2,<20%,360,2,1105000,1
1,215000,1,NC,37115,5,2,55-64,46,3,48,360,2,295000,1
3,275000,1,NC,37011,5,1,45-54,190,2,30%-<36%,360,2,275000,1
1,515000,1,NY,36087,3,2,45-54,166,1,45,360,2,725000,1
1,4655000,1,MD,24031,5,1,45-54,1496,3,50%-60%,360,2,7405000,1
1,375000,1,AZ,04013,5,1,25-34,258,1,39,360,2,505000,1
1,1205000,1,NJ,34013,5,1,55-64,374,1,47,360,2,3535000,1
1,1105000,1,NC,37021,5,1,65-74,391,1,30%-<36%,360,2,1705000,1
1,295000,1,MI,26163,5,2,35-44,131,3,20%-<30%,360,2,365000,1
2,255000,1,FL,12105,5,1,45-54,208,2,42,360,2,335000,1
3,145000,1,MT,30049,5,2,55-64,110,2,20%-<30%,360,2,245000,1
1,1325000,3,TX,48453,5,1,45-54,495,2,41,360,2,1685000,0
1,4685000,1,CA,06037,5,1,25-34,948,1,46,360,2,5855000,1
1,595000,1,TX,48113,5,1,35-44,184,1,49,360,1,855000,1
1,125000,1,MO,29027,5,1,45-54,137,2,20%-<30%,360,1,155000,1
1,1795000,1,MA,25021,5,2,35-44,511,2,30%-<36%,360,2,2395000,1
1,845000,1,TX,48201,5,1,45-54,300,1,38,360,2,1175000,1
1,605000,1,NJ,34003,2,1,65-74,224,1,39,360,1,1075000,1
2,1105000,1,CT,09005,5,1,55-64,2064,3,<20%,360,1,2205000,1
1,945000,1,CA,06037,5,1,25-34,367,1,20%-<30%,360,2,1345000,1
2,1635000,1,MD,24041,5,1,45-54,800,2,39,360,1,2175000,1
1,1605000,1,NY,36119,2,2,35-44,,2,20%-<30%,360,2,2005000,1
1,945000,1,MA,25025,5,1,35-44,210,3,37,360,2,1175000,1
1,425000,1,FL,12095,5,1,35-44,140,1,30%-<36%,360,2,475000,1
1,645000,1,VA,51510,5,1,25-34,233,3,36,360,2,805000,1
1,515000,1,CA,06079,5,1,55-64,179,1,38,360,2,1005000,1
1,355000,3,CO,08107,5,2,25-34,74,3,>60%,360,2,1005000,0
1,175000,1,TN,47157,5,2,35-44,194,1,36,360,2,375000,1
1,1405000,1,NJ,34025,5,1,35-44,407,1,36,360,1,1805000,1
1,395000,1,MO,29183,5,1,>74,86,3,42,360,2,405000,1
1,2005000,1,CA,06085,5,1,35-44,425,3,50%-60%,360,2,4505000,1
1,2795000,1,CA,06037,5,1,45-54,730,3,41,360,2,3495000,1
1,855000,1,VA,51059,5,1,25-34,,1,46,360,1,1115000,1
2,1575000,1,NY,36103,5,2,35-44,1109,3,20%-<30%,360,1,2105000,1
1,515000,1,MA,25021,5,1,55-64,401,3,<20%,360,2,935000,1
1,1045000,1,CA,06081,5,2,35-44,301,3,45,360,2,1305000,1
1,565000,1,IL,17031,5,1,35-44,249,1,38,360,2,705000,1
1,605000,1,SC,45051,5,1,65-74,139,1,44,360,2,1035000,1
1,555000,1,TX,48477,5,2,55-64,389,2,20%-<30%,360,2,725000,1
1,1005000,1,NY,36061,5,1,35-44,,2,20%-<30%,360,1,1525000,1
1,375000,1,VA,51013,5,1,25-34,98,3,37,360,2,475000,1
1,875000,1,IL,17031,5,1,45-54,345,2,42,360,2,1335000,1
1,1005000,1,GA,13121,5,1,45-54,294,2,20%-<30%,360,2,1505000,1
3,325000,1,FL,12086,5,1,>74,147,9,20%-<30%,360,2,545000,1
1,565000,1,FL,12095,5,1,25-34,330,3,<20%,360,2,755000,1
1,685000,1,TX,48029,5,2,35-44,286,2,20%-<30%,360,2,985000,1
2,2455000,1,CA,06059,5,1,55-64,1188,2,50%-60%,360,1,3905000,1
2,1085000,1,NC,37133,5,2,55-64,826,1,20%-<30%,360,1,1455000,1
1,1695000,1,NY,36047,5,1,25-34,701,3,38,360,2,2115000,1
1,905000,1,NC,37183,5,1,45-54,400,1,<20%,360,2,1185000,1
1,185000,1,CO,08031,5,2,45-54,137,1,<20%,360,2,255000,1
1,665000,1,NC,37119,5,1,25-34,545,1,<20%,360,2,1535000,1
2,545000,1,NC,37055,5,1,55-64,451,1,30%-<36%,360,2,865000,1
1,745000,1,MA,25005,5,1,55-64,275,2,41,360,2,825000,1
1,685000,1,SC,45019,5,1,35-44,270,3,20%-<30%,360,2,815000,1
1,1105000,1,CT,09001,5,2,55-64,241,3,44,360,2,1405000,1
1,905000,1,CA,06041,5,1,35-44,243,3,30%-<36%,360,2,1555000,1
1,1905000,1,CA,06085,5,1,55-64,321,1,49,360,2,4205000,1
1,2225000,1,CA,06037,5,1,55-64,826,1,41,360,1,2965000,1
1,1105000,1,NY,36059,2,1,35-44,,1,40,360,1,1235000,1
3,545000,1,ID,16013,5,1,>74,324,3,43,360,1,905000,1
2,285000,1,MS,28071,5,2,65-74,204,3,43,360,2,355000,1
1,575000,1,CA,06037,5,2,45-54,180,1,42,360,2,2125000,1
2,755000,1,FL,12099,5,1,>74,539,3,37,360,1,1525000,1
3,175000,1,CO,08015,5,2,55-64,180,1,20%-<30%,360,2,675000,1
1,545000,1,OR,41051,5,2,25-34,250,3,30%-<36%,360,2,685000,1
1,3195000,1,NY,36047,5,1,35-44,1855,3,20%-<30%,360,2,5805000,1
2,645000,1,GA,13123,5,2,55-64,844,2,<20%,360,2,795000,1
1,255000,1,GA,13067,3,2,45-54,245,2,39,360,1,625000,1
1,2375000,1,AZ,04013,5,1,55-64,844,2,38,360,1,3265000,1
1,375000,1,CO,08059,5,2,<25,202,3,38,360,2,535000,1
1,595000,1,CA,06077,2,1,35-44,112,1,50%-60%,360,2,855000,1
1,585000,1,MA,25005,5,2,65-74,114,2,50%-60%,360,2,725000,1
2,255000,1,FL,12081,5,1,55-64,291,3,30%-<36%,360,1,405000,1
1,515000,1,CO,08031,5,1,25-34,141,2,41,360,2,645000,1
2,2055000,1,NY,36103,5,2,65-74,388,2,45,360,2,3005000,1
1,1215000,1,NJ,34027,2,1,25-34,,1,20%-<30%,360,2,1525000,1
1,1355000,1,NJ,34003,2,2,25-34,439,3,44,360,2,1685000,1
1,2305000,1,UT,49053,5,1,55-64,425,1,50%-60%,360,1,2665000,1
1,385000,1,NY,36081,5,1,25-34,126,1,30%-<36%,360,2,555000,1
3,205000,1,ID,16001,5,1,55-64,210,1,20%-<30%,360,1,375000,1
1,1675000,1,NJ,34025,5,1,35-44,423,3,44,360,2,2095000,1
1,515000,1,NY,36061,5,2,35-44,161,3,36,360,2,685000,1
1,325000,1,FL,12086,5,1,35-44,90,3,44,360,2,565000,1
1,985000,1,CT,09001,5,2,25-34,300,2,30%-<36%,360,2,1225000,1
2,245000,1,IN,18121,5,2,35-44,220,1,20%-<30%,360,2,325000,1
1,1745000,3,FL,12031,5,1,65-74,385,2,>60%,360,2,2115000,0
3,605000,3,UT,49035,5,1,55-64,246,2,>60%,360,2,625000,0
1,845000,1,TX,48201,5,1,55-64,,3,37,360,2,1055000,1
1,715000,1,NJ,34035,5,1,45-54,,1,30%-<36%,360,2,895000,1
1,105000,1,AZ,04013,5,2,65-74,76,2,<20%,180,2,475000,1
2,515000,1,FL,12111,5,2,65-74,232,3,50%-60%,360,1,835000,1
1,435000,3,TN,47119,5,1,25-34,,1,>60%,360,2,455000,0
1,605000,1,FL,12011,5,2,35-44,160,1,42,360,2,775000,1
1,785000,1,NC,37119,5,1,25-34,242,3,20%-<30%,360,2,785000,1
1,605000,1,MA,25017,5,1,25-34,199,2,30%-<36%,360,2,1775000,1
1,415000,1,NY,36081,5,1,25-34,182,3,20%-<30%,360,2,835000,1
1,645000,1,NY,36061,5,2,55-64,212,3,30%-<36%,360,2,985000,1
1,545000,1,IL,17031,5,1,35-44,401,2,20%-<30%,360,2,685000,1
1,1475000,1,WA,53033,5,1,35-44,,2,20%-<30%,360,2,1845000,1
1,295000,1,OR,41043,5,1,25-34,336,1,36,360,2,365000,1
1,555000,1,MN,27053,5,2,25-34,216,3,30%-<36%,360,2,615000,1
2,255000,1,CA,06065,5,1,55-64,775,3,30%-<36%,300,1,1185000,1
1,755000,1,CA,06037,5,1,35-44,226,2,44,360,1,2155000,1
1,2245000,1,WA,53053,5,1,55-64,874,3,46,360,1,3245000,1
1,755000,1,VA,51810,5,2,55-64,344,3,36,360,2,1105000,1
1,355000,1,TX,48085,5,1,55-64,497,3,20%-<30%,360,2,625000,1
1,375000,1,NY,36119,5,1,>74,194,1,39,360,2,1155000,1
2,1005000,1,FL,12103,5,1,55-64,314,1,39,360,2,1625000,1
1,3005000,3,NY,36103,5,2,35-44,1165,2,45,360,1,4005000,0
1,365000,1,TX,48201,5,1,25-34,168,2,39,360,2,365000,1
2,3575000,1,FL,12071,2,1,65-74,1078,3,38,360,2,5105000,1
1,725000,1,IL,17097,5,2,55-64,341,3,45,360,2,1125000,1
1,1745000,1,CO,08067,5,1,35-44,350,1,49,360,2,2325000,1
1,555000,1,NY,36047,5,2,25-34,238,1,20%-<30%,360,2,695000,1
1,315000,1,IL,17031,5,1,25-34,182,3,20%-<30%,360,2,385000,1
1,545000,1,NJ,34025,5,1,35-44,171,2,42,360,2,895000,1
1,565000,1,NC,37057,5,2,35-44,,2,<20%,360,2,705000,1
2,875000,3,FL,12021,5,1,35-44,114,3,>60%,360,1,2155000,0
1,525000,1,CA,06111,5,2,25-34,443,2,41,360,1,725000,1
1,605000,1,CA,06073,5,1,65-74,260,3,20%-<30%,360,2,1405000,1
1,415000,3,ID,16057,5,2,25-34,95,2,37,360,2,515000,0
1,225000,1,TX,48201,5,2,45-54,122,1,20%-<30%,360,2,285000,1
1,525000,1,IL,17031,5,1,35-44,113,3,43,360,2,525000,1
1,1445000,1,NV,32003,5,1,25-34,617,3,20%-<30%,360,2,1805000,1
1,555000,1,NY,36059,5,1,25-34,230,2,30%-<36%,360,2,695000,1
3,155000,1,MD,24005,5,1,25-34,197,3,41,360,2,305000,1
1,515000,1,NJ,34027,5,1,25-34,243,1,20%-<30%,360,2,625000,1
3,515000,1,VT,50007,5,2,65-74,133,1,<20%,360,1,605000,1
1,1045000,1,MD,24031,5,1,25-34,,1,38,360,2,1315000,1
1,3195000,1,NY,36061,5,1,35-44,701,3,41,360,2,4255000,1
1,1005000,1,KY,21111,5,1,35-44,488,1,30%-<36%,180,2,2405000,1
2,955000,1,NJ,34001,5,1,35-44,1376,1,38,360,1,1475000,1
3,515000,1,CA,06059,5,1,65-74,243,3,42,360,2,875000,1
1,935000,1,CT,09007,5,1,55-64,735,1,47,360,2,4615000,1
1,5005000,3,FL,12085,5,1,55-64,2804,1,36,360,1,19005000,0
2,585000,1,CA,06037,2,2,65-74,259,2,36,360,2,1115000,1
2,2365000,1,FL,12099,5,1,55-64,2800,1,<20%,360,2,3155000,1
1,6745000,3,CA,06037,5,1,35-44,327,3,>60%,360,2,9005000,0
3,1545000,1,CA,06085,2,1,35-44,544,2,37,360,2,2805000,1
2,205000,1,FL,12021,5,1,55-64,,3,<20%,360,1,395000,1
1,455000,1,FL,12069,5,1,25-34,229,3,20%-<30%,360,2,655000,1
2,305000,1,NJ,34001,5,1,55-64,92,3,39,360,2,405000,1
2,565000,1,FL,12005,5,2,>74,117,1,48,360,2,755000,1
2,745000,1,CA,06059,5,1,65-74,443,1,43,360,2,995000,1
1,665000,1,NY,36061,5,1,45-54,,1,37,360,2,835000,1
1,825000,1,CA,06017,5,2,55-64,418,2,42,360,2,1035000,1
1,425000,1,VA,51059,5,1,25-34,204,1,36,360,2,495000,1
1,885000,1,PA,42017,3,2,65-74,351,3,37,360,2,1105000,1
2,255000,1,VA,51041,5,1,65-74,271,3,20%-<30%,360,1,635000,1
1,515000,1,FL,12099,5,1,45-54,,1,20%-<30%,180,2,1595000,1
1,1005000,1,NY,36061,5,2,65-74,,1,20%-<30%,360,1,1455000,1
2,1625000,1,OR,41017,5,1,65-74,753,2,39,360,1,2165000,1
2,525000,1,TX,48113,5,2,25-34,255,3,36,360,2,815000,1
1,405000,1,CA,06111,5,2,65-74,182,3,30%-<36%,360,2,575000,1
1,295000,1,FL,12057,5,1,25-34,101,1,30%-<36%,360,2,415000,1
1,725000,1,WI,55025,5,2,35-44,729,1,<20%,360,2,905000,1
1,755000,1,NJ,34029,5,1,45-54,529,3,30%-<36%,360,1,1975000,1
3,1175000,1,CO,08097,5,1,>74,620,3,37,360,1,1955000,1
2,515000,3,OR,41005,5,1,65-74,126,3,>60%,360,2,735000,0
1,605000,1,ID,16001,2,1,45-54,258,1,47,360,2,765000,1
3,645000,1,CA,06073,2,2,35-44,340,3,42,360,2,805000,1
1,855000,1,MD,24025,5,1,45-54,258,1,30%-<36%,360,2,855000,1
1,565000,1,NY,36059,5,1,25-34,,3,30%-<36%,360,2,705000,1
1,1925000,1,AL,01073,5,2,35-44,506,2,30%-<36%,360,2,2425000,1
1,355000,1,NV,32003,5,1,45-54,100,2,30%-<36%,360,2,445000,1
1,1755000,1,TX,48201,3,1,35-44,1391,3,20%-<30%,360,2,2565000,1
1,515000,1,CA,06019,2,1,55-64,221,3,30%-<36%,360,2,595000,1
2,285000,1,DE,10003,5,1,65-74,190,3,30%-<36%,360,2,405000,1
2,905000,1,FL,12033,5,1,55-64,608,2,30%-<36%,360,1,1275000,1
1,305000,1,MA,25017,5,1,55-64,446,1,49,360,2,2105000,1
1,495000,1,MA,25009,5,1,25-34,200,1,20%-<30%,360,2,615000,1
1,235000,1,GA,13021,5,1,25-34,107,1,46,360,2,305000,1
1,915000,1,IL,17043,5,1,25-34,241,1,38,360,2,975000,1
1,2245000,1,NY,36061,5,1,25-34,,2,20%-<30%,360,2,2805000,1
1,1435000,1,TN,47037,5,1,45-54,364,3,44,180,2,2255000,1
1,965000,1,SC,45019,5,2,55-64,307,1,41,360,1,1235000,1
2,595000,1,VT,50025,5,1,35-44,,3,<20%,360,2,595000,1
2,845000,1,OK,40041,2,1,45-54,,1,<20%,360,2,1205000,1
1,955000,1,AZ,04013,5,1,>74,316,3,30%-<36%,360,2,1735000,1
1,885000,1,NY,36119,5,2,35-44,193,2,41,360,2,1105000,1
1,1255000,1,MA,25017,2,1,45-54,,1,42,360,1,2755000,1
1,1245000,1,FL,12086,2,2,45-54,1347,1,20%-<30%,360,1,1565000,1
2,155000,1,CA,06017,5,1,65-74,165,3,50%-60%,360,2,425000,1
1,1715000,3,UT,49035,5,1,55-64,246,2,>60%,360,2,2455000,0
1,465000,1,NJ,34003,5,1,25-34,192,3,20%-<30%,360,2,585000,1
1,1005000,1,MN,27123,5,1,45-54,1149,3,20%-<30%,300,1,1455000,1
1,755000,1,CA,06073,5,1,35-44,609,3,37,360,1,1195000,1
1,1205000,1,CO,08031,5,1,25-34,220,2,44,360,2,2205000,1
2,525000,1,FL,12115,5,1,65-74,,2,20%-<30%,360,1,905000,1
1,365000,1,IL,17197,5,1,55-64,207,3,20%-<30%,360,2,465000,1
2,1205000,1,FL,12086,5,1,65-74,822,1,40,180,2,2105000,1
1,475000,1,AZ,04013,5,1,25-34,123,1,43,360,2,635000,1
1,285000,1,FL,12071,5,2,65-74,137,3,45,360,2,575000,1
