occupancy_type,loan_amount,action_taken,state_code,county_code,applicant_race_1,applicant_sex,applicant_age,income,applicant_credit_scoring_model,debt_to_income_ratio,loan_term,interest_only_payment,property_value,target
1,555000,1,LA,22055,5,1,55-64,151,1,42,360,2,825000,1
1,245000,1,GA,13067,5,2,25-34,104,3,20%-<30%,360,2,315000,1
1,9605000,3,CA,06085,5,1,65-74,1696,2,50%-60%,360,2,12255000,0
1,715000,1,MD,24041,5,1,55-64,272,1,43,360,2,895000,1
1,705000,1,WA,53011,5,1,25-34,305,3,40,360,2,935000,1
2,1225000,1,FL,12021,5,2,65-74,400,1,48,360,2,1525000,1
1,685000,1,CA,06059,5,2,35-44,185,3,49,360,1,1255000,1
1,1095000,1,CA,06085,5,1,>74,360,3,44,360,1,2705000,1
1,525000,1,IL,17097,5,1,25-34,315,1,20%-<30%,360,2,655000,1
1,655000,1,CA,06087,5,2,45-54,155,2,43,360,2,1115000,1
1,545000,1,PA,42029,5,1,25-34,,1,20%-<30%,360,2,685000,1
1,955000,1,CA,06065,5,2,65-74,443,1,20%-<30%,360,1,955000,1
2,125000,1,CA,06065,5,1,55-64,300,2,20%-<30%,360,2,545000,1
1,555000,1,NM,35049,5,2,65-74,129,1,30%-<36%,360,2,925000,1
1,765000,1,AZ,04013,5,1,35-44,341,1,30%-<36%,360,2,1415000,1
1,1005000,1,AL,01073,5,2,35-44,330,3,39,360,2,1505000,1
1,155000,1,CA,06037,5,1,>74,187,1,46,300,1,2275000,1
2,395000,1,NY,36061,5,2,35-44,,1,20%-<30%,360,2,525000,1
1,565000,1,CO,08059,5,1,25-34,208,3,20%-<30%,360,2,895000,1
1,595000,1,PA,42101,5,1,25-34,385,3,<20%,360,2,745000,1
1,515000,1,NY,36103,5,1,55-64,500,2,<20%,360,1,1855000,1
2,1855000,1,CA,06083,5,2,65-74,463,3,40,360,2,2475000,1
1,325000,1,NJ,34025,5,1,45-54,163,3,43,360,2,835000,1
1,215000,1,TN,47065,5,1,<25,58,1,41,360,2,265000,1
2,785000,3,FL,12011,2,2,35-44,41,1,>60%,360,2,1055000,0
2,955000,1,MA,25007,5,1,55-64,625,3,30%-<36%,360,1,2155000,1
1,795000,1,WA,53073,5,1,35-44,281,2,30%-<36%,360,2,985000,1
2,515000,1,CA,06013,5,1,55-64,697,2,<20%,360,2,1955000,1
1,3495000,1,NY,36061,5,1,45-54,4886,1,<20%,360,1,4995000,1
1,205000,1,WA,53005,5,2,>74,68,2,40,360,2,255000,1
1,1315000,1,GA,13089,5,1,55-64,555,1,30%-<36%,360,2,1655000,1
1,515000,1,FL,12061,5,1,65-74,248,3,50%-60%,360,1,3155000,1
2,1705000,1,MT,30057,5,2,45-54,1568,2,20%-<30%,360,1,2455000,1
1,885000,1,NJ,34013,5,1,25-34,383,1,30%-<36%,360,1,925000,1
1,1445000,1,NJ,34007,5,1,45-54,688,1,46,360,2,1805000,1
1,555000,1,FL,12086,5,1,25-34,333,3,44,360,1,1395000,1
1,515000,1,WA,53041,5,1,65-74,103,3,43,360,2,545000,1
1,605000,1,NY,36119,5,2,55-64,,1,36,360,2,875000,1
1,435000,1,MI,26125,5,1,25-34,408,3,<20%,360,2,545000,1
1,445000,1,NJ,34005,5,2,25-34,325,1,20%-<30%,360,2,565000,1
2,865000,1,OR,41017,5,1,>74,159,1,48,360,2,865000,1
1,515000,1,GA,13089,5,2,25-34,163,3,38,360,1,635000,1
1,355000,1,NY,36119,5,1,>74,309,2,39,360,2,715000,1
1,1875000,1,CA,06085,2,2,45-54,562,1,41,360,2,3645000,1
1,725000,1,CA,06079,5,1,35-44,199,3,39,360,2,905000,1
1,1105000,1,ID,16055,5,1,55-64,219,1,46,360,2,1375000,1
1,825000,1,LA,22019,5,1,35-44,272,3,30%-<36%,360,2,1165000,1
1,325000,1,SC,45045,5,1,65-74,117,3,41,360,2,405000,1
2,145000,1,WA,53067,5,2,65-74,157,3,20%-<30%,360,2,495000,1
1,225000,1,TX,48183,5,2,35-44,165,1,20%-<30%,360,2,425000,1
1,745000,1,WA,53033,5,1,25-34,175,3,37,360,2,1065000,1
1,585000,1,WA,53045,5,1,65-74,254,3,20%-<30%,360,2,835000,1
1,1275000,1,FL,12031,5,1,55-64,543,2,43,360,2,1705000,1
1,515000,1,VA,51059,5,1,55-64,173,1,37,360,1,795000,1
2,695000,1,NY,36103,5,2,65-74,832,3,41,360,2,925000,1
1,905000,1,CA,06001,5,2,25-34,301,3,20%-<30%,360,2,1205000,1
1,755000,1,NJ,34017,5,1,35-44,288,2,48,360,2,945000,1
1,1005000,1,TN,47187,5,1,55-64,760,3,40,360,1,3605000,1
1,375000,1,WA,53027,5,1,65-74,119,2,30%-<36%,360,2,505000,1
1,515000,1,LA,22105,5,2,25-34,221,1,39,360,2,515000,1
1,125000,1,OH,39153,5,2,25-34,35,3,41,360,2,235000,1
2,865000,1,CO,08049,5,1,45-54,492,1,30%-<36%,360,2,1145000,1
2,1305000,1,CO,08067,5,2,45-54,578,3,20%-<30%,360,2,2405000,1
1,525000,1,TX,48113,5,1,25-34,130,1,43,360,2,545000,1
1,425000,1,OH,39035,5,1,25-34,562,3,<20%,360,2,425000,1
1,605000,1,PA,42091,5,2,65-74,258,2,40,360,2,995000,1
2,1105000,1,ME,23005,5,2,55-64,973,3,20%-<30%,360,2,1575000,1
2,465000,1,FL,12099,5,2,65-74,228,1,42,360,2,615000,1
1,2825000,1,FL,12095,5,1,35-44,996,2,39,360,2,4705000,1
2,515000,1,WA,53027,5,2,55-64,495,3,<20%,360,2,1195000,1
1,555000,1,MI,26163,5,1,35-44,260,1,30%-<36%,360,2,695000,1
2,2505000,1,NY,36103,5,2,55-64,1108,1,30%-<36%,360,2,5205000,1
2,595000,1,MA,25009,5,1,55-64,,1,30%-<36%,360,1,795000,1
2,475000,1,OK,40073,5,1,55-64,220,2,47,360,1,585000,1
1,545000,1,IL,17197,5,1,>74,545,2,20%-<30%,360,1,775000,1
1,3505000,1,CA,06081,5,1,35-44,1067,3,48,360,2,12515000,1
1,1205000,1,PA,42041,5,1,45-54,429,1,50%-60%,360,1,1855000,1
2,755000,1,CA,06071,2,1,55-64,1147,1,<20%,360,2,1205000,1
1,905000,1,MS,28071,5,1,55-64,713,3,<20%,360,2,1505000,1
1,565000,1,PA,42101,5,2,25-34,,3,<20%,360,2,715000,1
1,515000,1,VA,51153,5,2,25-34,173,2,39,360,2,575000,1
1,865000,3,AZ,04013,5,1,55-64,181,2,>60%,360,1,885000,0
1,685000,1,WA,53033,5,2,25-34,,3,<20%,360,1,865000,1
1,515000,1,MI,26161,5,1,35-44,157,3,30%-<36%,360,2,515000,1
1,2005000,1,CA,06085,2,1,35-44,660,2,30%-<36%,360,2,3705000,1
1,1005000,1,NY,36103,5,1,25-34,450,2,<20%,360,2,2315000,1
1,515000,1,MO,29019,5,1,25-34,130,3,40,360,2,575000,1
1,755000,1,CA,06001,2,2,45-54,654,1,30%-<36%,360,2,3605000,1
1,1085000,1,CO,08031,5,2,35-44,350,3,30%-<36%,360,2,1555000,1
2,1335000,1,CO,08037,5,1,55-64,1550,1,45,300,1,3835000,1
2,3315000,3,CA,06061,5,1,45-54,633,2,>60%,360,1,5755000,0
2,555000,1,GA,13285,5,1,55-64,240,2,30%-<36%,360,1,575000,1
1,615000,1,SC,45045,5,2,35-44,150,1,36,360,2,615000,1
1,235000,1,MA,25013,5,2,25-34,138,1,20%-<30%,360,2,315000,1
1,1305000,1,CA,06081,5,2,45-54,725,3,39,360,2,5255000,1
1,655000,1,CA,06037,5,2,35-44,222,1,30%-<36%,360,2,1265000,1
1,515000,1,NY,36081,5,1,35-44,237,3,20%-<30%,360,2,735000,1
2,255000,1,FL,12099,5,2,55-64,245,2,43,360,1,505000,1
1,345000,1,FL,12069,5,2,65-74,233,2,40,360,2,425000,1
2,1245000,1,SC,45043,5,1,45-54,650,3,30%-<36%,360,1,1245000,1
1,655000,1,NY,36029,5,1,65-74,480,1,20%-<30%,360,2,875000,1
2,875000,1,TX,48201,5,1,55-64,490,9,30%-<36%,360,1,1255000,1
1,595000,1,OH,39049,5,2,55-64,349,2,20%-<30%,360,2,855000,1
1,175000,1,CA,06053,5,1,45-54,879,1,20%-<30%,300,1,3655000,1
1,2355000,3,CA,06037,2,1,35-44,402,1,>60%,360,1,6005000,0
1,2205000,1,CA,06075,5,1,45-54,520,2,50%-60%,360,2,3255000,1
1,845000,1,GA,13121,5,1,25-34,400,3,30%-<36%,360,2,1055000,1
1,205000,1,TX,48491,5,1,>74,242,3,<20%,360,2,465000,1
2,1005000,1,UT,49043,5,1,35-44,545,2,42,360,2,1765000,1
1,305000,1,PA,42101,5,2,45-54,651,3,50%-60%,360,1,425000,1
1,515000,1,LA,22103,5,2,35-44,283,3,36,360,2,645000,1
2,405000,1,MA,25017,5,1,65-74,369,1,30%-<36%,300,1,955000,1
1,1005000,1,FL,12021,5,1,>74,401,3,50%-60%,360,1,1705000,1
2,585000,1,MI,26029,5,1,35-44,235,2,30%-<36%,360,2,775000,1
1,525000,1,NJ,34027,5,1,25-34,,2,20%-<30%,360,2,655000,1
1,725000,3,MA,25021,5,2,35-44,388,1,49,360,2,1025000,0
2,755000,1,FL,12011,5,1,55-64,306,3,48,360,2,1045000,1
1,515000,1,RI,44005,5,1,>74,358,1,49,360,1,1555000,1
1,1255000,1,UT,49043,5,1,55-64,400,1,20%-<30%,360,2,2605000,1
1,365000,1,WI,55079,5,2,25-34,162,3,44,360,2,425000,1
1,675000,1,AZ,04013,5,1,35-44,,3,46,360,1,1165000,1
1,395000,1,VT,50027,5,1,35-44,187,3,44,360,2,435000,1
3,605000,1,HI,15003,5,1,55-64,,2,40,360,2,2005000,1
1,855000,1,UT,49035,5,2,55-64,308,2,41,360,2,1305000,1
3,905000,1,FL,12021,5,1,45-54,276,3,37,360,2,1235000,1
1,925000,1,NY,36061,5,2,25-34,425,2,20%-<30%,360,2,1855000,1
1,515000,1,TX,48085,5,1,45-54,196,1,30%-<36%,360,2,715000,1
2,915000,1,NJ,34019,5,2,65-74,462,1,36,360,2,1185000,1
1,415000,3,LA,22075,5,1,55-64,200,1,47,360,2,595000,0
1,345000,3,WA,53061,5,1,>74,213,1,41,300,1,1155000,0
1,1775000,1,CA,06037,5,1,35-44,761,2,30%-<36%,360,2,2765000,1
1,655000,1,CA,06037,5,2,65-74,234,3,48,360,1,1375000,1
1,655000,1,NJ,34003,5,1,25-34,289,2,20%-<30%,360,2,1315000,1
1,835000,1,IL,17031,5,1,55-64,301,2,43,360,2,915000,1
1,1305000,1,CA,06055,5,1,45-54,581,2,39,360,1,1625000,1
1,925000,1,GA,13089,5,2,35-44,261,1,39,360,2,1155000,1
1,1355000,1,WA,53033,5,1,45-54,501,3,30%-<36%,360,2,3155000,1
1,3785000,3,CA,06059,5,1,55-64,1024,3,43,360,1,7605000,0
3,105000,1,PA,42011,5,2,25-34,175,3,30%-<36%,360,2,255000,1
1,1935000,1,NY,36087,5,1,35-44,585,1,40,360,2,2415000,1
2,1005000,3,CA,06087,5,1,65-74,465,2,50%-60%,300,1,5305000,0
1,655000,1,NJ,34003,2,1,35-44,,3,30%-<36%,360,2,735000,1
1,205000,1,KS,20091,5,2,65-74,83,1,30%-<36%,360,2,455000,1
1,685000,1,VA,51059,5,1,>74,255,1,38,360,1,1125000,1
1,515000,1,MN,27053,5,2,65-74,168,3,36,360,2,1395000,1
1,245000,1,CO,08005,5,2,45-54,103,3,30%-<36%,360,2,425000,1
1,305000,1,IN,18089,5,1,55-64,83,2,47,360,2,405000,1
1,695000,1,NV,32003,2,1,35-44,324,3,39,360,2,765000,1
1,3325000,1,FL,12021,5,1,55-64,1257,1,30%-<36%,360,2,4425000,1
2,3005000,1,MA,25001,5,2,55-64,1390,3,45,360,1,7005000,1
1,285000,1,GA,13121,5,1,45-54,340,3,20%-<30%,300,1,1105000,1
1,345000,1,RI,44001,5,2,45-54,79,2,49,360,2,525000,1
1,1705000,1,CA,06059,5,2,35-44,439,2,41,360,2,2125000,1
2,1545000,1,NJ,34001,5,2,45-54,651,3,50%-60%,360,1,2525000,1
1,305000,1,FL,12011,5,2,25-34,189,2,20%-<30%,360,2,385000,1
1,535000,1,NY,36027,5,2,65-74,230,2,48,360,1,735000,1
1,225000,1,IN,18063,5,1,25-34,85,3,42,360,2,275000,1
2,515000,1,FL,12009,5,2,45-54,651,3,50%-60%,360,1,785000,1
2,645000,1,FL,12103,5,1,35-44,601,3,46,360,2,855000,1
1,545000,1,TN,47009,5,1,35-44,,2,41,360,2,685000,1
2,675000,1,CA,06097,2,2,45-54,427,2,20%-<30%,360,2,1015000,1
1,485000,1,TX,48121,5,1,35-44,177,1,44,360,2,645000,1
1,7005000,1,CA,06073,5,1,45-54,2051,1,50%-60%,360,1,13505000,1
2,2015000,1,CO,08117,2,1,45-54,590,1,43,360,2,2885000,1
2,515000,1,FL,12086,5,1,35-44,572,1,50%-60%,360,2,955000,1
1,715000,1,MA,25025,5,1,25-34,272,1,30%-<36%,360,2,1035000,1
1,325000,1,MN,27053,5,1,25-34,149,3,20%-<30%,360,2,415000,1
2,525000,1,VA,51510,5,1,55-64,230,1,30%-<36%,360,2,755000,1
1,1705000,1,FL,12021,5,1,55-64,,3,<20%,360,2,2505000,1
1,545000,1,NC,37183,5,1,25-34,235,1,30%-<36%,360,2,895000,1
3,515000,1,NY,36111,5,2,35-44,448,1,44,360,2,675000,1
1,515000,1,TX,48085,5,2,65-74,183,1,38,180,2,695000,1
2,1005000,1,NJ,34025,5,1,35-44,396,1,50%-60%,360,2,2015000,1
1,735000,1,DE,10005,5,1,45-54,253,2,46,360,2,925000,1
1,1595000,1,NC,37119,5,1,55-64,487,2,36,360,2,1995000,1
1,2005000,1,CA,06037,5,2,65-74,442,3,40,360,2,2605000,1
1,525000,1,AZ,04025,5,1,65-74,173,3,47,360,2,705000,1
1,305000,3,OH,39049,5,1,35-44,,3,>60%,360,2,395000,0
3,115000,1,MI,26033,5,1,25-34,116,1,45,360,2,115000,1
1,1275000,1,VA,51059,5,2,35-44,970,2,20%-<30%,360,2,1595000,1
1,1705000,1,MT,30031,5,2,35-44,717,1,20%-<30%,360,2,2275000,1
2,1305000,1,NH,33015,5,1,65-74,310,3,44,360,2,1805000,1
1,235000,1,MN,27123,5,1,<25,64,1,44,360,2,295000,1
1,285000,1,TN,47065,5,2,45-54,110,3,42,360,2,355000,1
1,745000,1,WA,53063,2,2,35-44,162,3,50%-60%,360,2,1455000,1
1,565000,1,CA,06081,2,1,25-34,260,3,39,360,2,1155000,1
1,605000,1,PA,42091,5,1,<25,474,3,38,360,2,1205000,1
1,1255000,1,CO,08005,5,1,35-44,,3,40,360,2,1905000,1
1,3055000,1,CA,06085,5,1,45-54,618,3,50%-60%,360,2,3055000,1
1,515000,1,NC,37031,5,2,35-44,247,2,40,360,1,825000,1
1,1605000,1,CA,06067,5,1,65-74,559,3,43,360,2,3005000,1
1,515000,1,GA,13113,5,1,45-54,370,2,20%-<30%,360,1,995000,1
1,235000,1,NC,37023,5,1,65-74,73,3,44,360,2,295000,1
1,1145000,1,CA,06073,5,2,35-44,277,1,38,360,2,1435000,1
1,675000,1,WA,53033,5,1,35-44,364,2,20%-<30%,360,2,895000,1
1,515000,1,PA,42017,5,1,25-34,182,3,40,360,2,645000,1
1,605000,1,NV,32031,5,2,25-34,325,2,20%-<30%,360,2,805000,1
1,515000,1,KY,21111,5,1,45-54,307,1,30%-<36%,360,2,565000,1
1,515000,1,AZ,04013,2,2,45-54,220,3,36,360,2,1395000,1
2,515000,1,CA,06111,5,2,65-74,168,3,41,360,2,995000,1
1,405000,1,CO,08043,5,2,55-64,195,3,20%-<30%,360,2,405000,1
2,615000,1,NJ,34001,5,1,35-44,459,2,36,360,2,805000,1
1,795000,1,NJ,34027,5,1,25-34,,2,40,360,2,1135000,1
1,1005000,1,NJ,34027,5,1,45-54,,3,<20%,360,1,1255000,1
2,925000,1,NJ,34001,5,2,35-44,,3,20%-<30%,360,2,1425000,1
1,875000,1,TN,47187,5,2,45-54,427,1,<20%,360,2,1165000,1
1,515000,1,NC,37183,3,2,55-64,566,3,30%-<36%,360,2,645000,1
2,785000,1,NY,36103,5,2,55-64,455,3,30%-<36%,360,2,1055000,1
1,965000,1,CA,06059,2,1,45-54,373,2,48,360,2,1215000,1
1,205000,1,GA,13029,5,2,55-64,326,2,43,300,1,1325000,1
2,515000,1,FL,12099,5,1,45-54,,1,30%-<36%,360,1,585000,1
2,975000,1,VT,50027,5,1,35-44,489,3,36,360,1,975000,1
1,515000,1,GA,13089,5,1,25-34,137,2,30%-<36%,360,2,645000,1
2,1405000,1,CO,08113,5,2,55-64,,3,<20%,360,2,1995000,1
1,555000,1,SC,45013,5,1,55-64,263,1,30%-<36%,360,2,695000,1
1,1445000,1,MA,25017,5,1,55-64,557,1,36,360,1,1925000,1
2,1005000,1,DE,10005,5,1,45-54,371,2,40,360,2,1355000,1
1,555000,1,NC,37021,5,1,25-34,129,3,49,360,1,745000,1
1,1305000,1,OH,39035,5,1,65-74,879,2,44,360,2,1625000,1
1,515000,1,NC,37129,5,2,55-64,143,3,36,360,2,605000,1
1,645000,1,CO,08059,5,2,25-34,261,2,20%-<30%,360,2,815000,1
1,515000,1,IL,17043,5,1,35-44,146,3,39,360,2,815000,1
1,905000,1,NY,36061,5,1,25-34,446,3,30%-<36%,360,1,2125000,1
1,565000,1,NY,36119,5,1,65-74,245,1,46,360,2,705000,1
1,515000,1,IN,18105,5,2,45-54,243,3,<20%,360,2,615000,1
2,1575000,1,FL,12131,5,1,45-54,1092,3,30%-<36%,360,1,2165000,1
2,335000,1,TN,47093,5,1,45-54,337,3,20%-<30%,360,2,335000,1
1,305000,1,WI,55025,5,2,45-54,100,1,47,360,2,505000,1
1,455000,1,TX,48491,5,2,55-64,264,1,20%-<30%,360,2,605000,1
2,2705000,3,CA,06065,5,1,>74,477,3,>60%,360,1,4775000,0
1,825000,1,NC,37183,5,1,45-54,350,3,30%-<36%,360,1,1175000,1
1,855000,1,TX,48329,5,1,25-34,291,1,44,360,2,875000,1
1,785000,1,VA,51107,5,2,25-34,1146,3,20%-<30%,360,2,1005000,1
3,205000,1,SC,45019,5,2,65-74,156,3,<20%,360,2,965000,1
2,205000,1,FL,12127,5,1,65-74,217,1,40,360,2,415000,1
1,325000,1,FL,12095,5,1,25-34,163,2,30%-<36%,360,2,435000,1
1,1765000,1,GA,13121,5,2,55-64,995,1,<20%,360,2,1785000,1
3,515000,1,SC,45019,5,1,35-44,2295,1,<20%,360,2,635000,1
1,2645000,1,NY,36103,5,2,35-44,680,3,30%-<36%,360,2,3305000,1
2,585000,1,CA,06057,5,2,45-54,858,2,20%-<30%,360,2,1155000,1
1,405000,1,MN,27053,5,1,35-44,182,3,45,360,2,675000,1
1,555000,1,AL,01073,5,2,65-74,160,3,40,360,2,1005000,1
1,505000,3,CO,08013,5,2,45-54,370,2,50%-60%,300,1,4005000,0
2,2085000,1,ME,23013,5,1,65-74,1006,1,41,360,2,2775000,1
1,445000,1,NC,37183,5,1,35-44,158,1,20%-<30%,360,2,595000,1
1,845000,1,NJ,34039,5,2,45-54,448,2,36,360,2,1125000,1
3,235000,1,NE,31055,2,1,35-44,291,3,50%-60%,360,2,255000,1
3,235000,1,NE,31055,2,1,35-44,291,3,50%-60%,360,2,235000,1
1,515000,1,FL,12115,5,1,25-34,,1,42,360,2,775000,1
1,345000,1,FL,12095,5,1,25-34,186,3,20%-<30%,360,2,435000,1
1,895000,1,NJ,34013,5,2,35-44,,3,20%-<30%,360,1,2395000,1
1,605000,1,NY,36059,5,1,25-34,225,1,30%-<36%,360,2,755000,1
1,625000,1,NY,36061,3,2,55-64,240,1,42,360,2,795000,1
1,755000,1,TN,47093,5,1,35-44,203,1,20%-<30%,360,2,1065000,1
1,745000,1,NJ,34025,5,1,45-54,1984,2,<20%,360,1,935000,1
1,1625000,1,CA,06085,2,1,45-54,361,3,43,360,2,2175000,1
1,515000,1,GA,13051,5,1,55-64,380,3,20%-<30%,360,1,685000,1
2,645000,1,FL,12033,5,1,45-54,669,3,<20%,360,2,855000,1
1,3195000,1,TX,48453,5,1,55-64,1345,3,30%-<36%,360,2,6445000,1
1,515000,1,AZ,04021,5,1,65-74,149,2,30%-<36%,360,2,535000,1
2,515000,1,WI,55085,5,1,55-64,242,3,30%-<36%,360,2,665000,1
1,155000,1,IN,18097,5,1,45-54,200,2,48,300,1,855000,1
3,515000,1,MA,25025,5,1,55-64,439,1,45,360,1,845000,1
2,2405000,1,NJ,34009,5,1,45-54,2958,1,<20%,360,2,2745000,1
1,365000,1,PA,42091,5,2,65-74,259,3,<20%,360,2,1025000,1
1,2005000,1,UT,49043,5,1,45-54,1254,3,39,300,1,5605000,1
1,585000,1,GA,13121,5,2,35-44,292,1,30%-<36%,180,2,735000,1
2,515000,1,FL,12131,5,2,45-54,227,2,41,360,2,1595000,1
1,385000,1,MO,29209,2,2,65-74,169,1,40,360,2,475000,1
3,345000,3,KS,20091,5,2,35-44,622,2,43,360,2,425000,0
1,295000,1,IL,17031,5,2,35-44,230,2,20%-<30%,360,2,495000,1
1,1505000,1,TN,47037,5,2,35-44,560,2,30%-<36%,360,2,1875000,1
1,1415000,1,LA,22051,5,1,25-34,1617,1,<20%,360,2,1775000,1
1,225000,1,MI,26163,5,1,55-64,72,2,48,360,2,395000,1
2,1115000,1,CA,06023,5,2,55-64,429,3,44,360,2,1595000,1
1,525000,1,NJ,34003,5,1,35-44,292,3,43,360,2,655000,1
1,625000,1,CA,06073,5,1,35-44,144,3,41,360,2,785000,1
1,305000,1,CO,08041,5,2,<25,71,2,36,360,2,445000,1
2,1235000,1,CA,06081,5,1,35-44,847,2,30%-<36%,360,2,1655000,1
1,8025000,1,CA,06081,5,1,45-54,3700,3,20%-<30%,360,1,10705000,1
1,675000,1,CA,06059,5,2,25-34,,3,42,360,2,845000,1
2,635000,1,NJ,34025,5,1,45-54,382,1,30%-<36%,360,1,855000,1
1,1005000,1,FL,12057,5,1,65-74,410,3,40,360,1,2355000,1
2,1505000,1,GA,13293,5,1,55-64,631,3,36,360,2,5805000,1
1,255000,1,NY,36061,5,2,25-34,227,1,20%-<30%,360,2,925000,1
1,535000,1,MD,24510,5,1,45-54,,2,30%-<36%,360,2,735000,1
1,13085000,1,TX,48113,5,1,65-74,5680,3,49,360,2,17455000,1
1,75000,1,OR,41017,5,1,35-44,138,2,20%-<30%,300,1,655000,1
1,1505000,1,CA,06085,5,1,65-74,539,1,41,360,2,5155000,1
1,755000,1,CA,06037,5,2,35-44,224,1,39,360,2,1895000,1
1,2675000,1,NY,36061,5,1,25-34,1277,1,20%-<30%,360,1,4085000,1
1,2135000,1,CA,06013,5,1,55-64,929,2,43,360,2,2855000,1
1,515000,1,NY,36059,5,2,55-64,455,3,30%-<36%,360,2,985000,1
1,935000,1,NY,36081,5,1,35-44,417,3,20%-<30%,360,1,1175000,1
2,3495000,1,SC,45019,5,1,55-64,3283,1,20%-<30%,360,1,4995000,1
1,215000,1,MI,26121,5,1,<25,56,1,41,360,2,255000,1
1,775000,1,FL,12099,5,1,45-54,340,2,43,360,2,965000,1
1,2935000,1,CO,08031,5,1,45-54,961,1,44,360,1,2955000,1
1,665000,1,NY,36119,2,1,25-34,,3,<20%,360,2,955000,1
1,395000,1,TX,48259,5,1,65-74,151,1,49,360,1,525000,1
1,585000,1,WA,53033,5,1,65-74,267,1,36,360,2,785000,1
1,525000,1,CA,06073,5,1,35-44,526,1,<20%,360,2,1355000,1
1,755000,1,MD,24003,5,1,65-74,278,3,20%-<30%,360,2,1405000,1
1,2165000,1,UT,49049,5,1,45-54,434,1,42,360,2,2705000,1
3,575000,1,NY,36119,2,1,35-44,773,2,20%-<30%,360,1,1055000,1
1,2765000,1,CA,06037,5,1,25-34,1007,2,30%-<36%,360,1,3465000,1
1,685000,1,IN,18057,5,1,>74,241,3,46,360,1,855000,1
1,615000,1,OH,39061,5,1,25-34,,1,30%-<36%,360,2,915000,1
1,1205000,1,WA,53029,5,2,35-44,313,3,46,360,2,1605000,1
1,1405000,3,GA,13121,5,2,65-74,148,1,>60%,360,2,2905000,0
2,365000,1,ID,16001,5,1,65-74,262,1,30%-<36%,360,2,515000,1
1,825000,1,MA,25021,3,1,25-34,563,2,20%-<30%,360,2,1025000,1
2,1195000,1,NY,36103,5,1,55-64,586,1,30%-<36%,360,2,1195000,1
1,3435000,1,FL,12099,5,1,65-74,938,1,50%-60%,360,2,4905000,1
1,1405000,1,FL,12011,5,1,35-44,625,1,30%-<36%,180,2,1755000,1
1,1305000,1,NJ,34017,5,1,25-34,468,1,20%-<30%,360,2,1635000,1
1,855000,1,IL,17031,5,2,35-44,164,1,50%-60%,360,2,1625000,1
1,1005000,1,CA,06083,5,2,55-64,201,3,50%-60%,360,2,3475000,1
1,525000,1,TX,48181,5,2,55-64,144,1,46,360,2,635000,1
1,125000,1,NY,36081,3,1,25-34,85,3,30%-<36%,360,2,155000,1
1,515000,1,MN,27053,5,1,35-44,138,2,44,360,2,825000,1
2,405000,1,UT,49035,5,1,65-74,148,2,30%-<36%,360,2,405000,1
1,615000,1,OR,41053,5,2,>74,167,2,30%-<36%,360,2,775000,1
1,885000,1,PA,42017,5,1,45-54,289,3,30%-<36%,360,2,1105000,1
1,515000,1,MA,25017,5,1,55-64,190,1,38,360,2,955000,1
1,725000,1,NY,36119,5,2,35-44,,2,38,360,2,905000,1
1,645000,1,AZ,04013,2,1,55-64,300,3,20%-<30%,360,2,2055000,1
1,385000,1,MD,24021,5,1,25-34,141,3,30%-<36%,360,2,475000,1
1,765000,1,UT,49011,5,1,25-34,262,3,41,360,2,955000,1
1,1505000,1,FL,12099,5,2,>74,714,1,46,360,1,2855000,1
1,1805000,1,LA,22071,5,1,55-64,537,1,50%-60%,180,2,2705000,1
1,795000,1,NY,36061,5,1,25-34,257,2,39,360,2,995000,1
1,215000,1,FL,12099,5,2,65-74,183,1,44,360,1,485000,1
2,515000,1,TX,48209,5,2,55-64,643,1,20%-<30%,360,2,1105000,1
1,4505000,1,TX,48453,5,1,25-34,933,2,48,360,2,7105000,1
1,515000,1,UT,49035,5,2,25-34,248,1,20%-<30%,360,2,795000,1
1,7005000,1,TX,48201,5,1,35-44,3250,1,30%-<36%,360,1,14005000,1
1,545000,1,IL,17097,2,1,55-64,385,1,<20%,360,2,725000,1
1,735000,1,IL,17043,5,1,35-44,378,1,30%-<36%,360,2,775000,1
2,705000,1,NM,35055,5,1,>74,459,3,20%-<30%,360,1,1055000,1
1,405000,3,CA,06111,5,2,>74,211,1,50%-60%,300,1,1415000,0
1,205000,1,MI,26125,5,1,<25,,1,30%-<36%,360,2,285000,1
2,7005000,1,WA,53033,5,1,55-64,3858,1,20%-<30%,360,2,14005000,1
1,575000,1,MS,28073,5,2,25-34,160,2,30%-<36%,360,2,685000,1
1,1075000,1,TX,48201,5,1,35-44,457,2,44,360,1,1365000,1
1,775000,1,NY,36119,5,1,45-54,330,1,20%-<30%,360,1,1175000,1
1,345000,1,FL,12099,5,2,25-34,119,2,36,360,2,585000,1
3,945000,3,CA,06083,2,2,>74,77,3,>60%,360,2,1365000,0
1,745000,1,CA,06073,5,1,25-34,492,2,42,360,1,935000,1
1,515000,1,IN,18089,5,1,45-54,296,1,20%-<30%,360,2,645000,1
1,275000,1,OH,39041,2,2,45-54,105,2,30%-<36%,360,2,475000,1
2,995000,1,CA,06037,5,1,45-54,975,2,43,360,1,995000,1
1,1055000,1,CO,08031,5,2,55-64,249,3,39,360,2,1505000,1
2,255000,1,SC,45051,5,1,55-64,224,2,20%-<30%,360,2,335000,1
1,345000,3,TX,48029,5,2,25-34,89,1,50%-60%,360,2,435000,0
